h3_index,SOC_res_250_b0 (g/kg),SOC_res_250_b10 (g/kg),soil_moisture_res_250_sm_surface (m3/m3),soil_pH_res_250_b0 (pH),soil_pH_res_250_b10 (pH),soil_temp_res_250_soil_temp_layer1 (K),lon,lat,point_count,h3_boundary_geojson,biochar_suitability_score,soil_quality_index,suitability_grade,color_hex,recommendation,property_ratings_moisture,property_scores_moisture,property_ratings_soc,property_scores_soc,property_ratings_ph,property_scores_ph,property_ratings_temperature,property_scores_temperature,suitability_score
85816523fffffff,2.3689382,2.3591113,0.14393327,5.1819487,5.182974,300.75116,-51.69846319440291,-11.49099133881649,4681,"[[-51.65324150639657, -11.575459862306431], [-51.60255071197739, -11.496045449115421], [-51.64781603435316, -11.411608261272644], [-51.74372049072554, -11.40661578601495], [-51.79437899374446, -11.486016259859904], [-51.749165455782666, -11.570423149438769]]",75.0,25.0,Moderate Suitability,#f57c00,Suitable – biochar recommended,Very Poor,0.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,7.5
85816527fffffff,2.8783147,2.8329768,0.14018142,5.1079984,5.107314,300.5907,-51.839543666595375,-11.401531981180495,4676,"[[-51.79437899374446, -11.486016259859904], [-51.74372049072554, -11.40661578601495], [-51.78892549861074, -11.322172226389663], [-51.88473685907449, -11.317159675452519], [-51.93536249736148, -11.396545778321315], [-51.89020976317855, -11.480958804229038]]",75.0,25.0,Moderate Suitability,#f57c00,Suitable – biochar recommended,Very Poor,0.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,7.5
8581652bfffffff,3.8223503,3.9850714,0.15122755,4.775624,4.7797613,300.92078,-51.55183200234592,-11.41657356835146,4689,"[[-51.50655417927914, -11.501017001014741], [-51.45584266397049, -11.421507702911091], [-51.501159234327794, -11.337040734630161], [-51.59713619666443, -11.332112845795201], [-51.64781603435316, -11.411608261272644], [-51.60255071197739, -11.496045449115421]]",75.0,25.0,Moderate Suitability,#f57c00,Suitable – biochar recommended,Very Poor,0.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,7.5
8581652ffffffff,3.2743382,3.4521775,0.14488193,5.0402007,5.0442996,300.762,-51.69302417719898,-11.327122357386848,4684,"[[-51.64781603435316, -11.411608261272644], [-51.59713619666443, -11.332112845795201], [-51.64239294517419, -11.24763927035023], [-51.738277914678086, -11.242691127100338], [-51.78892549861074, -11.322172226389663], [-51.74372049072554, -11.40661578601495]]",75.0,25.0,Moderate Suitability,#f57c00,Suitable – biochar recommended,Very Poor,0.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,7.5
85816533fffffff,3.1174963,3.0504165,0.14319792,5.130741,5.127067,300.70096,-51.70391286626789,-11.654771711172828,4681,"[[-51.65866936277792, -11.73919151797461], [-51.60796760779898, -11.659859336003521], [-51.65324150639657, -11.575459862306431], [-51.749165455782666, -11.570423149438769], [-51.79983488167861, -11.64974176766377], [-51.75461281132435, -11.734110663861982]]",75.0,25.0,Moderate Suitability,#f57c00,Suitable – biochar recommended,Very Poor,0.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,7.5
85816537fffffff,3.868663,3.8896255,0.1400238,5.085155,5.0822034,300.5625,-51.84500777882353,-11.565291198930481,4675,"[[-51.79983488167861, -11.64974176766377], [-51.749165455782666, -11.570423149438769], [-51.79437899374446, -11.486016259859904], [-51.89020976317855, -11.480958804229038], [-51.94084628636667, -11.560263428781331], [-51.89568506615096, -11.644639503997134]]",75.0,25.0,Moderate Suitability,#f57c00,Suitable – biochar recommended,Very Poor,0.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,7.5
8581653bfffffff,3.2490396,3.2964149,0.14963911,5.0263124,5.025715,300.89142,-51.55725629662825,-11.580458665172856,4686,"[[-51.51195149851538, -11.664874456866837], [-51.46122898912932, -11.58544653620046], [-51.50655417927914, -11.501017001014741], [-51.60255071197739, -11.496045449115421], [-51.65324150639657, -11.575459862306431], [-51.60796760779898, -11.659859336003521]]",75.0,25.0,Moderate Suitability,#f57c00,Suitable – biochar recommended,Very Poor,0.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,7.5
85816543fffffff,4.049522,3.8403826,0.21233088,5.4520087,5.459469,301.43143,-50.98551471604676,-11.77389265696068,4705,"[[-50.940012470411055, -11.858336391831804], [-50.889180066849626, -11.778775903468313], [-50.93473138498949, -11.694348195435998], [-51.03106599199446, -11.689509803075456], [-51.08186905283395, -11.769058145320928], [-51.03636697686598, -11.853457026941216]]",68.06,31.94,Moderate Suitability,#f57c00,Suitable – biochar recommended,Poor,1.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,6.806
85816547fffffff,2.441727,2.4638453,0.19404139,5.2121863,5.213782,301.33496,-51.12729725967674,-11.684585312207572,4702,"[[-51.08186905283395, -11.769058145320928], [-51.03106599199446, -11.689509803075456], [-51.07655931150513, -11.605070353387843], [-51.172806069772044, -11.600208313558722], [-51.22357919967577, -11.679744075261924], [-51.17813562902817, -11.764154458239615]]",75.0,25.0,Moderate Suitability,#f57c00,Suitable – biochar recommended,Very Poor,0.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,7.5
8581654bfffffff,3.5854383,3.4710252,0.23543559,5.3630652,5.3660583,301.6369,-50.83830457418807,-11.699161475270643,4711,"[[-50.792758663787986, -11.783589798464634], [-50.74190868081057, -11.703935599332562], [-50.787508688605556, -11.619479583771612], [-50.88391011782017, -11.614706075552133], [-50.93473138498949, -11.694348195435998], [-50.889180066849626, -11.778775903468313]]",68.06,31.94,Moderate Suitability,#f57c00,Suitable – biochar recommended,Poor,1.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,6.806
8581654ffffffff,3.0131662,2.9717562,0.21805115,5.3037586,5.3062434,301.5486,-50.980246770864305,-11.609855399023147,4709,"[[-50.93473138498949, -11.694348195435998], [-50.88391011782017, -11.614706075552133], [-50.9294526368892, -11.530238078244476], [-51.025767350978654, -11.52544074912666], [-51.07655931150513, -11.605070353387843], [-51.03106599199446, -11.689509803075456]]",68.06,31.94,Moderate Suitability,#f57c00,Suitable – biochar recommended,Poor,1.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,6.806
85816553fffffff,4.122848,3.7596173,0.20604733,5.6596174,5.670096,301.27557,-50.99082775897981,-11.937804182359192,4705,"[[-50.94529589461684, -12.022200115387554], [-50.894452350644805, -11.942722487608199], [-50.940012470411055, -11.858336391831804], [-51.03636697686598, -11.853457026941216], [-51.08718114199919, -11.932922876716875], [-51.04167030705797, -12.017279870490635]]",68.06,31.94,Moderate Suitability,#f57c00,Suitable – biochar recommended,Poor,1.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,6.806
85816557fffffff,2.9757447,2.9312766,0.18913959,5.2134256,5.216404,301.20425,-51.132662169999996,-11.84847039680851,4700,"[[-51.08718114199919, -11.932922876716875], [-51.03636697686598, -11.853457026941216], [-51.08186905283395, -11.769058145320928], [-51.17813562902817, -11.764154458239615], [-51.22891982679504, -11.843608097386808], [-51.183467542579045, -11.927977635359321]]",75.0,25.0,Moderate Suitability,#f57c00,Suitable – biochar recommended,Very Poor,0.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,7.5
8581655bfffffff,3.4173212,3.417958,0.22831371,5.1044154,5.109064,301.49078,-50.84357080810869,-11.86318172787094,4711,"[[-50.79801096712409, -11.947576679125351], [-50.74714981199305, -11.868004479231493], [-50.792758663787986, -11.783589798464634], [-50.889180066849626, -11.778775903468313], [-50.940012470411055, -11.858336391831804], [-50.894452350644805, -11.942722487608199]]",68.06,31.94,Moderate Suitability,#f57c00,Suitable – biochar recommended,Poor,1.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,6.806
85816563fffffff,2.7735689,2.846776,0.17922093,5.1128325,5.111705,301.25092,-51.26360835965099,-11.431319350074483,4699,"[[-51.218240929327195, -11.515758407163355], [-51.167478863343895, -11.436141754709213], [-51.21290501428225, -11.351653651404954], [-51.30904314822, -11.346811225594958], [-51.35977473472712, -11.426414490268838], [-51.31439879278572, -11.510873569219545]]",75.0,25.0,Moderate Suitability,#f57c00,Suitable – biochar recommended,Very Poor,0.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,7.5
85816567fffffff,3.0511181,3.1595314,0.16335185,5.0865173,5.087391,301.07803,-51.40508451863685,-11.341951553780618,4695,"[[-51.35977473472712, -11.426414490268838], [-51.30904314822, -11.346811225594958], [-51.35441042706099, -11.26231499640266], [-51.45045870923015, -11.257451293477594], [-51.501159234327794, -11.337040734630161], [-51.45584266397049, -11.421507702911091]]",75.0,25.0,Moderate Suitability,#f57c00,Suitable – biochar recommended,Very Poor,0.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,7.5
8581656bfffffff,3.572339,3.8192055,0.20208605,5.228298,5.234268,301.4376,-51.11674401295942,-11.356395375398344,4707,"[[-51.071251916547624, -11.440962056155515], [-51.02047105235496, -11.361252427113955], [-51.06594686649753, -11.276735820529675], [-51.162154008278065, -11.271957346736919], [-51.21290501428225, -11.351653651404954], [-51.167478863343895, -11.436141754709213]]",68.06,31.94,Moderate Suitability,#f57c00,Suitable – biochar recommended,Poor,1.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,6.806
8581656ffffffff,4.4795833,4.8311357,0.18223834,4.978605,4.988133,301.24716,-51.258266533815394,-11.26713902615908,4702,"[[-51.21290501428225, -11.351653651404954], [-51.162154008278065, -11.271957346736919], [-51.20757145307498, -11.187432377835306], [-51.303689863868996, -11.182632453774733], [-51.35441042706099, -11.26231499640266], [-51.30904314822, -11.346811225594958]]",75.0,25.0,Moderate Suitability,#f57c00,Suitable – biochar recommended,Very Poor,0.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,7.5
85816573fffffff,2.621167,2.6920784,0.1760208,5.1095614,5.1080065,301.20953,-51.26896561818569,-11.595342162478707,4696,"[[-51.22357919967577, -11.679744075261924], [-51.172806069772044, -11.600208313558722], [-51.218240929327195, -11.515758407163355], [-51.31439879278572, -11.510873569219545], [-51.36514140651123, -11.590396316140449], [-51.319756799033705, -11.674816916694176]]",75.0,25.0,Moderate Suitability,#f57c00,Suitable – biochar recommended,Very Poor,0.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,7.5
85816577fffffff,3.130194,3.2618794,0.16102944,4.9899426,4.9920516,301.0669,-51.41044660899212,-11.505956128702323,4693,"[[-51.36514140651123, -11.590396316140449], [-51.31439879278572, -11.510873569219545], [-51.35977473472712, -11.426414490268838], [-51.45584266397049, -11.421507702911091], [-51.50655417927914, -11.501017001014741], [-51.46122898912932, -11.58544653620046]]",75.0,25.0,Moderate Suitability,#f57c00,Suitable – biochar recommended,Very Poor,0.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,7.5
8581657bfffffff,3.0263662,3.0108442,0.19838162,5.0926857,5.0953436,301.41516,-51.12203431235382,-11.520568561131192,4703,"[[-51.07655931150513, -11.605070353387843], [-51.025767350978654, -11.52544074912666], [-51.071251916547624, -11.440962056155515], [-51.167478863343895, -11.436141754709213], [-51.218240929327195, -11.515758407163355], [-51.172806069772044, -11.600208313558722]]",75.0,25.0,Moderate Suitability,#f57c00,Suitable – biochar recommended,Very Poor,0.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,7.5
85816583fffffff,2.7825344,2.6952055,0.14726304,5.1823845,5.1783605,300.45062,-51.57888419285102,-12.23480805072774,4672,"[[-51.53356454776324, -12.319065299495247], [-51.482798023377015, -12.239975096200192], [-51.52815771665762, -12.155708493787591], [-51.6242325930545, -12.150563249887984], [-51.67496725270151, -12.229641433003222], [-51.62965902565525, -12.313876882208998]]",75.0,25.0,Moderate Suitability,#f57c00,Suitable – biochar recommended,Very Poor,0.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,7.5
85816587fffffff,3.0801198,3.1158955,0.14439996,5.1266713,5.125964,300.3852,-51.72021815252785,-12.145371793487575,4668,"[[-51.67496725270151, -12.229641433003222], [-51.6242325930545, -12.150563249887984], [-51.66953223445407, -12.066284829417217], [-51.76551469976668, -12.06111598970113], [-51.81621691705092, -12.14018172792407], [-51.770969235622765, -12.224428752785023]]",75.0,25.0,Moderate Suitability,#f57c00,Suitable – biochar recommended,Very Poor,0.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,7.5
8581658bfffffff,2.7182827,2.721273,0.1530535,5.0938487,5.0916486,300.6229,-51.431988727894066,-12.160775282357967,4682,"[[-51.38663176422335, -12.245095889914449], [-51.335845002564284, -12.165907476801701], [-51.38125562126652, -12.081610231406867], [-51.477402201827665, -12.076532043885855], [-51.52815771665762, -12.155708493787591], [-51.482798023377015, -12.239975096200192]]",75.0,25.0,Moderate Suitability,#f57c00,Suitable – biochar recommended,Very Poor,0.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,7.5
8581658ffffffff,2.922633,2.9698653,0.146775,5.0405216,5.039367,300.568,-51.57345087134003,-12.071477615729858,4679,"[[-51.52815771665762, -12.155708493787591], [-51.477402201827665, -12.076532043885855], [-51.52275326573107, -11.992222738198794], [-51.6188085468625, -11.987120769425403], [-51.66953223445407, -12.066284829417217], [-51.6242325930545, -12.150563249887984]]",75.0,25.0,Moderate Suitability,#f57c00,Suitable – biochar recommended,Very Poor,0.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,7.5
85816593fffffff,2.8212757,2.7998717,0.14882663,5.1788745,5.172667,300.36554,-51.584299177440066,-12.398035326412671,4672,"[[-51.538973760524314, -12.482290650842955], [-51.48819622270879, -12.403287893849537], [-51.53356454776324, -12.319065299495247], [-51.62965902565525, -12.313876882208998], [-51.68040466119214, -12.392867987276707], [-51.63508784614259, -12.477059163779886]]",75.0,25.0,Moderate Suitability,#f57c00,Suitable – biochar recommended,Very Poor,0.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,7.5
85816597fffffff,3.203898,3.275862,0.14621595,5.1574645,5.1569715,300.29266,-51.725648941743415,-12.308602164917541,4669,"[[-51.68040466119214, -12.392867987276707], [-51.62965902565525, -12.313876882208998], [-51.67496725270151, -12.229641433003222], [-51.770969235622765, -12.224428752785023], [-51.82168239095963, -12.30340778310079], [-51.776426167874284, -12.38761157063362]]",75.0,25.0,Moderate Suitability,#f57c00,Suitable – biochar recommended,Very Poor,0.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,7.5
8581659bfffffff,2.6734302,2.5860744,0.15299897,5.1626873,5.159953,300.5085,-51.43736864203332,-12.324185861811191,4682,"[[-51.39201027865424, -12.408451192489789], [-51.341212470239945, -12.329349393839182], [-51.38663176422335, -12.245095889914449], [-51.482798023377015, -12.239975096200192], [-51.53356454776324, -12.319065299495247], [-51.48819622270879, -12.403287893849537]]",75.0,25.0,Moderate Suitability,#f57c00,Suitable – biochar recommended,Very Poor,0.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,7.5
858165a3fffffff,4.213659,4.2280025,0.14159286,4.9947977,4.9981165,300.40536,-51.85595197088418,-11.892522907086276,4671,"[[-51.810753841854016, -11.97682703085926], [-51.76006255882664, -11.897675787337768], [-51.805293163889374, -11.813346203031742], [-51.90116276946922, -11.808199229973102], [-51.95182107372083, -11.887337230622709], [-51.906642874611926, -11.971635449022473]]",75.0,25.0,Moderate Suitability,#f57c00,Suitable – biochar recommended,Very Poor,0.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,7.5
858165a7fffffff,3.9490147,3.9667952,0.14099307,4.95075,4.9526777,300.29495,-51.996942276778064,-11.802970872107968,4668,"[[-51.95182107372083, -11.887337230622709], [-51.90116276946922, -11.808199229973102], [-51.946332477993565, -11.72386142554542], [-52.04210772119695, -11.718693227872718], [-52.092732475605665, -11.79781755942809], [-52.0476156593589, -11.882123759577187]]",75.0,25.0,Moderate Suitability,#f57c00,Suitable – biochar recommended,Very Poor,0.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,7.5
858165abfffffff,4.026952,3.8874867,0.14295895,5.113604,5.109198,300.60974,-51.709350161283425,-11.818456609839572,4675,"[[-51.66409960497184, -11.90280068437858], [-51.61338688560252, -11.823551955771032], [-51.65866936277792, -11.73919151797461], [-51.75461281132435, -11.734110663861982], [-51.805293163889374, -11.813346203031742], [-51.76006255882664, -11.897675787337768]]",75.0,25.0,Moderate Suitability,#f57c00,Suitable – biochar recommended,Very Poor,0.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,7.5
858165affffffff,3.5193748,3.5255835,0.14045554,5.1221366,5.119525,300.4972,-51.850429093341894,-11.728985681224577,4671,"[[-51.805293163889374, -11.813346203031742], [-51.75461281132435, -11.734110663861982], [-51.79983488167861, -11.64974176766377], [-51.89568506615096, -11.644639503997134], [-51.946332477993565, -11.72386142554542], [-51.90116276946922, -11.808199229973102]]",75.0,25.0,Moderate Suitability,#f57c00,Suitable – biochar recommended,Very Poor,0.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,7.5
858165b3fffffff,3.7075837,3.752999,0.14335833,5.0226436,5.023565,300.30536,-51.86143723564695,-12.055941500214225,4668,"[[-51.81621691705092, -12.14018172792407], [-51.76551469976668, -12.06111598970113], [-51.810753841854016, -11.97682703085926], [-51.906642874611926, -11.971635449022473], [-51.95731207502828, -12.050688317772497], [-51.91212538305877, -12.134945639877161]]",75.0,25.0,Moderate Suitability,#f57c00,Suitable – biochar recommended,Very Poor,0.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,7.5
858165b7fffffff,3.5497427,3.7429245,0.14347404,5.022792,5.0239496,300.21158,-52.00246880703259,-11.966432092838765,4664,"[[-51.95731207502828, -12.050688317772497], [-51.906642874611926, -11.971635449022473], [-51.95182107372083, -11.887337230622709], [-52.0476156593589, -11.882123759577187], [-52.098251271550886, -11.961163334425729], [-52.05312600909384, -12.045429676278324]]",75.0,25.0,Moderate Suitability,#f57c00,Suitable – biochar recommended,Very Poor,0.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,7.5
858165bbfffffff,3.6462789,3.463858,0.143333,5.0678144,5.0659537,300.4976,-51.71478715333618,-11.982010612275449,4676,"[[-51.66953223445407, -12.066284829417217], [-51.6188085468625, -11.987120769425403], [-51.66409960497184, -11.90280068437858], [-51.76006255882664, -11.897675787337768], [-51.810753841854016, -11.97682703085926], [-51.76551469976668, -12.06111598970113]]",75.0,25.0,Moderate Suitability,#f57c00,Suitable – biochar recommended,Very Poor,0.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,7.5
858165c3fffffff,2.809838,2.8490205,0.17999774,5.254685,5.255856,300.88742,-51.143283272998296,-12.175980283006814,4696,"[[-51.09781236970473, -12.260272996606192], [-51.04697598403628, -12.180975795495636], [-51.092495580467, -12.096662004226296], [-51.18880181189261, -12.091675303398928], [-51.239608157219614, -12.170961029460992], [-51.194138438437925, -12.25524493293084]]",75.0,25.0,Moderate Suitability,#f57c00,Suitable – biochar recommended,Very Poor,0.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,7.5
858165c7fffffff,2.4237251,2.4663963,0.16578865,5.096757,5.096565,300.8239,-51.285011460422446,-12.08660575165351,4687,"[[-51.239608157219614, -12.170961029460992], [-51.18880181189261, -12.091675303398928], [-51.23426281215321, -12.007347926980545], [-51.33047990245257, -12.002336409197959], [-51.38125562126652, -12.081610231406867], [-51.335845002564284, -12.165907476801701]]",75.0,25.0,Moderate Suitability,#f57c00,Suitable – biochar recommended,Very Poor,0.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,7.5
858165cbfffffff,3.3286536,3.159966,0.19986595,5.4216123,5.426505,301.10464,-50.99614693086577,-12.101594111678367,4701,"[[-50.950581659070885, -12.185936826078898], [-50.89972697066829, -12.106543281015059], [-50.94529589461684, -12.022200115387554], [-51.04167030705797, -12.017279870490635], [-51.092495580467, -12.096662004226296], [-51.04697598403628, -12.180975795495636]]",75.0,25.0,Moderate Suitability,#f57c00,Suitable – biochar recommended,Very Poor,0.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,7.5
858165cffffffff,2.8080938,2.8506923,0.18427381,5.2286687,5.2310967,301.04706,-51.13796105367412,-12.01226360830671,4695,"[[-51.092495580467, -12.096662004226296], [-51.04167030705797, -12.017279870490635], [-51.08718114199919, -11.932922876716875], [-51.183467542579045, -11.927977635359321], [-51.23426281215321, -12.007347926980545], [-51.18880181189261, -12.091675303398928]]",75.0,25.0,Moderate Suitability,#f57c00,Suitable – biochar recommended,Very Poor,0.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,7.5
858165d3fffffff,3.615565,3.761194,0.17686546,5.103838,5.10968,300.7494,-51.1486233,-12.339497209381662,4690,"[[-51.10313151118084, -12.423753334935002], [-51.05228400926795, -12.344542275949967], [-51.09781236970473, -12.260272996606192], [-51.194138438437925, -12.25524493293084], [-51.24495586346472, -12.334444882437403], [-51.19947742368517, -12.418684006833555]]",75.0,25.0,Moderate Suitability,#f57c00,Suitable – biochar recommended,Very Poor,0.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,7.5
