h3_index,SOC_res_250_b0 (g/kg),SOC_res_250_b10 (g/kg),soil_moisture_res_250_sm_surface (m3/m3),soil_pH_res_250_b0 (pH),soil_pH_res_250_b10 (pH),soil_temp_res_250_soil_temp_layer1 (K),lon,lat,point_count,h3_boundary_geojson,biochar_suitability_score,soil_quality_index,suitability_grade,color_hex,recommendation,property_ratings_moisture,property_scores_moisture,property_ratings_soc,property_scores_soc,property_ratings_ph,property_scores_ph,property_ratings_temperature,property_scores_temperature,suitability_score
858b893bfffffff,2.085235,2.7834187,0.28579006,3.063484,3.0557058,298.7752,-59.28916125780159,-8.835458016068934,4294,"[[-59.2477843942579, -8.918531451897392], [-59.19951069588438, -8.84145852547967], [-59.24098596669753, -8.758365037482458], [-59.330661324900355, -8.752389676895392], [-59.37887576346471, -8.829431893982278], [-59.33747418177839, -8.912480183572496]]",77.78,22.22,High Suitability,#d32f2f,Very suitable – biochar highly recommended,Poor,1.0,Very Poor,0.0,Poor,1.0,Moderate,2.0,7.7780000000000005
858b8943fffffff,3.4355586,3.88688,0.2669821,4.3401256,4.3337507,298.81433,-58.75629560732499,-9.031853224849328,4314,"[[-58.71453005054247, -9.115040848492164], [-58.666031897979586, -9.037771688891494], [-58.7078168756007, -8.954503360744138], [-58.79802758701987, -8.948548493437123], [-58.84646805874985, -9.025788047472973], [-58.80475558161005, -9.109012076989254]]",77.78,22.22,High Suitability,#d32f2f,Very suitable – biochar highly recommended,Poor,1.0,Very Poor,0.0,Poor,1.0,Moderate,2.0,7.7780000000000005
858b8947fffffff,3.3071926,4.0071926,0.27482665,4.376891,4.3729005,298.7755,-58.88836542737819,-8.942677067517401,4310,"[[-58.84646805874985, -9.025788047472973], [-58.79802758701987, -8.948548493437123], [-58.83973402172598, -8.865322427279919], [-58.92980821778956, -8.859380363407453], [-58.978190619985796, -8.936589926179769], [-58.93655697647256, -9.019771546578948]]",77.78,22.22,High Suitability,#d32f2f,Very suitable – biochar highly recommended,Poor,1.0,Very Poor,0.0,Poor,1.0,Moderate,2.0,7.7780000000000005
858b894bfffffff,3.2315135,3.7456808,0.2728349,4.0472703,4.0466948,298.79034,-58.61743939391845,-8.96041843100668,4341,"[[-58.57568530434466, -9.043738633779201], [-58.5271386862805, -8.966363777416861], [-58.568995819795184, -8.883051622773777], [-58.659327498078696, -8.87715815326373], [-58.7078168756007, -8.954503360744138], [-58.666031897979586, -9.037771688891494]]",77.78,22.22,High Suitability,#d32f2f,Very suitable – biochar highly recommended,Poor,1.0,Very Poor,0.0,Poor,1.0,Moderate,2.0,7.7780000000000005
858b894ffffffff,3.0159206,3.5881402,0.27972022,4.098062,4.092686,298.74918,-58.74960712228888,-8.871285758652514,4334,"[[-58.7078168756007, -8.954503360744138], [-58.659327498078696, -8.87715815326373], [-58.701106383406554, -8.79388811250822], [-58.791302277337664, -8.788007255987257], [-58.83973402172598, -8.865322427279919], [-58.79802758701987, -8.948548493437123]]",77.78,22.22,High Suitability,#d32f2f,Very suitable – biochar highly recommended,Poor,1.0,Very Poor,0.0,Poor,1.0,Moderate,2.0,7.7780000000000005
858b8953fffffff,2.7234585,2.9061196,0.25454968,4.339407,4.334794,298.8763,-58.76282317848864,-9.192162103616132,4314,"[[-58.721245909656524, -9.275498106812325], [-58.672738980242016, -9.198306174652464], [-58.71453005054247, -9.115040848492164], [-58.80475558161005, -9.109012076989254], [-58.85320478245383, -9.186174834303392], [-58.81148626253071, -9.269395541024165]]",77.78,22.22,High Suitability,#d32f2f,Very suitable – biochar highly recommended,Poor,1.0,Very Poor,0.0,Poor,1.0,Moderate,2.0,7.7780000000000005
858b8957fffffff,4.0006967,4.1258416,0.26124418,4.3981657,4.393151,298.84116,-58.89487731460413,-9.102928644996517,4307,"[[-58.85320478245383, -9.186174834303392], [-58.80475558161005, -9.109012076989254], [-58.84646805874985, -9.025788047472973], [-58.93655697647256, -9.019771546578948], [-58.98494805996645, -9.096904744046649], [-58.94330842392047, -9.180084005200131]]",77.78,22.22,High Suitability,#d32f2f,Very suitable – biochar highly recommended,Poor,1.0,Very Poor,0.0,Poor,1.0,Moderate,2.0,7.7780000000000005
858b895bfffffff,3.2637312,3.6118193,0.26056388,3.9559214,3.9567325,298.85437,-58.624189980069524,-9.121017954345307,4315,"[[-58.58237746902162, -9.204346487233], [-58.53382202829973, -9.127048108683109], [-58.57568530434466, -9.043738633779201], [-58.666031897979586, -9.037771688891494], [-58.71453005054247, -9.115040848492164], [-58.672738980242016, -9.198306174652464]]",77.78,22.22,High Suitability,#d32f2f,Very suitable – biochar highly recommended,Poor,1.0,Very Poor,0.0,Poor,1.0,Moderate,2.0,7.7780000000000005
858b8963fffffff,0.0,0.0,,0.0,0.0,,-59.01316302554575,-8.693099855550393,4306,"[[-58.97143586908496, -8.776197668696959], [-58.92306214645272, -8.698912919950374], [-58.96468380584675, -8.61573043777408], [-59.05460623976709, -8.609876968761606], [-59.10292155599186, -8.6871309095713], [-59.061372924616286, -8.770269129237134]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
858b8967fffffff,0.0,0.0,,0.0,0.0,,-59.14440394187398,-8.603978318995582,4301,"[[-59.10292155599186, -8.6871309095713], [-59.05460623976709, -8.609876968761606], [-59.09614892938941, -8.52673991950945], [-59.185933703555754, -8.520901215134113], [-59.23419023269411, -8.598123963603696], [-59.19272085377011, -8.681216610565633]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
858b896bfffffff,0.0,0.0,,0.0,0.0,,-58.874818267285384,-8.621675771925753,4310,"[[-58.83300266996128, -8.704780441335124], [-58.784579651141804, -8.627390837524379], [-58.826274002035596, -8.544164564396075], [-58.91631876104416, -8.538371687602622], [-58.96468380584675, -8.61573043777408], [-58.92306214645272, -8.698912919950374]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
858b896ffffffff,0.0,0.0,,0.0,0.0,,-59.0060921902439,-8.53250348757259,4305,"[[-58.96468380584675, -8.61573043777408], [-58.91631876104416, -8.538371687602622], [-58.957934428854834, -8.455190706598517], [-59.04784224318045, -8.4494124089587], [-59.09614892938941, -8.52673991950945], [-59.05460623976709, -8.609876968761606]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
858b8973fffffff,3.137979,3.663647,0.282624,3.6825087,3.6823463,298.74768,-59.0197197651568,-8.853362725203253,4305,"[[-58.978190619985796, -8.936589926179769], [-58.92980821778956, -8.859380363407453], [-58.97143586908496, -8.776197668696959], [-59.061372924616286, -8.770269129237134], [-59.109696872552895, -8.847448315984103], [-59.06814229914213, -8.930586420585758]]",77.78,22.22,High Suitability,#d32f2f,Very suitable – biochar highly recommended,Poor,1.0,Very Poor,0.0,Poor,1.0,Moderate,2.0,7.7780000000000005
858b8977fffffff,0.67836255,0.7368421,0.28760916,0.90800005,0.90795326,298.7425,-59.151180284210525,-8.764299335438595,4275,"[[-59.109696872552895, -8.847448315984103], [-59.061372924616286, -8.770269129237134], [-59.10292155599186, -8.6871309095713], [-59.19272085377011, -8.681216610565633], [-59.24098596669753, -8.758365037482458], [-59.19951069588438, -8.84145852547967]]",87.5,12.5,High Suitability,#d32f2f,Very suitable – biochar highly recommended,Poor,1.0,Very Poor,0.0,Very Poor,0.0,Moderate,2.0,8.75
858b897bfffffff,0.8723009,1.2781519,0.28437227,1.4406549,1.4404923,298.72867,-58.881265968191315,-8.782081799860693,4307,"[[-58.83973402172598, -8.865322427279919], [-58.791302277337664, -8.788007255987257], [-58.83300266996128, -8.704780441335124], [-58.92306214645272, -8.698912919950374], [-58.97143586908496, -8.776197668696959], [-58.92980821778956, -8.859380363407453]]",87.5,12.5,High Suitability,#d32f2f,Very suitable – biochar highly recommended,Poor,1.0,Very Poor,0.0,Very Poor,0.0,Moderate,2.0,8.75
858b8983fffffff,2.8871722,2.7998595,0.23812121,4.4085674,4.400866,298.91208,-59.316590393960674,-9.475414687968165,4272,"[[-59.27500506828531, -9.558401503403035], [-59.22669701157246, -9.481642262708315], [-59.26819585238692, -9.398558214213272], [-59.357928939035844, -9.392279888702314], [-59.4061775434474, -9.469010154774399], [-59.36475259169418, -9.552047725409013]]",77.78,22.22,High Suitability,#d32f2f,Very suitable – biochar highly recommended,Poor,1.0,Very Poor,0.0,Poor,1.0,Moderate,2.0,7.7780000000000005
858b8987fffffff,3.193813,3.0028124,0.24214306,4.3936725,4.3912354,298.93155,-59.44770576447152,-9.386094974689476,4267,"[[-59.4061775434474, -9.469010154774399], [-59.357928939035844, -9.392279888702314], [-59.3993480479625, -9.309237726701921], [-59.48894167490195, -9.30297245796564], [-59.537130453905064, -9.37967337084142], [-59.49578550866068, -9.462668909971585]]",77.78,22.22,High Suitability,#d32f2f,Very suitable – biochar highly recommended,Poor,1.0,Very Poor,0.0,Poor,1.0,Moderate,2.0,7.7780000000000005
858b898bfffffff,3.2078195,3.0847104,0.24077632,4.6026764,4.5964394,298.91214,-59.17839275168722,-9.404837594600883,4297,"[[-59.13682506666181, -9.487932920208253], [-59.088466574932504, -9.411064488122232], [-59.130038976124936, -9.32793442267996], [-59.219896387740555, -9.321718810352825], [-59.26819585238692, -9.398558214213272], [-59.22669701157246, -9.481642262708315]]",68.06,31.94,Moderate Suitability,#f57c00,Suitable – biochar recommended,Poor,1.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,6.806
858b898ffffffff,3.6143456,3.5642757,0.24602921,4.3950396,4.3908944,298.91162,-59.30961916767583,-9.315468831392641,4294,"[[-59.26819585238692, -9.398558214213272], [-59.219896387740555, -9.321718810352825], [-59.26138933569117, -9.238630485408752], [-59.35110798743712, -9.232427731242165], [-59.3993480479625, -9.309237726701921], [-59.357928939035844, -9.392279888702314]]",77.78,22.22,High Suitability,#d32f2f,Very suitable – biochar highly recommended,Poor,1.0,Very Poor,0.0,Poor,1.0,Moderate,2.0,7.7780000000000005
858b8993fffffff,2.5548794,2.5141587,0.23567268,4.371917,4.3666744,298.8705,-59.323296291130355,-9.635119144161012,4273,"[[-59.281816984799825, -9.71815792697477], [-59.23350033436734, -9.641480001335903], [-59.27500506828531, -9.558401503403035], [-59.36475259169418, -9.552047725409013], [-59.413009741606814, -9.628697110180228], [-59.37157894682317, -9.711728818693967]]",77.78,22.22,High Suitability,#d32f2f,Very suitable – biochar highly recommended,Poor,1.0,Very Poor,0.0,Poor,1.0,Moderate,2.0,7.7780000000000005
858b8997fffffff,2.7488284,2.7410965,0.23640063,4.303257,4.3000474,298.9114,-59.454428789362694,-9.545703844892222,4268,"[[-59.413009741606814, -9.628697110180228], [-59.36475259169418, -9.552047725409013], [-59.4061775434474, -9.469010154774399], [-59.49578550866068, -9.462668909971585], [-59.54398278488422, -9.539289376066641], [-59.50263204687615, -9.622280010419448]]",77.78,22.22,High Suitability,#d32f2f,Very suitable – biochar highly recommended,Poor,1.0,Very Poor,0.0,Poor,1.0,Moderate,2.0,7.7780000000000005
858b899bfffffff,3.4016757,3.1354434,0.23595324,4.607796,4.6033278,298.89532,-59.185043359785894,-9.564678451012336,4297,"[[-59.143613854232086, -9.647845584063532], [-59.09524672232204, -9.571057748163014], [-59.13682506666181, -9.487932920208253], [-59.22669701157246, -9.481642262708315], [-59.27500506828531, -9.558401503403035], [-59.23350033436734, -9.641480001335903]]",68.06,31.94,Moderate Suitability,#f57c00,Suitable – biochar recommended,Poor,1.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,6.806
858b89a3fffffff,2.6668231,2.8458471,0.26062432,4.391952,4.3938766,298.9278,-59.571368650164246,-9.136862346081651,4262,"[[-59.53028082755247, -9.219973283723048], [-59.48210054419303, -9.143193075964955], [-59.52343390442118, -9.060191538450974], [-59.61287324010671, -9.05401665888121], [-59.66099337724815, -9.130766700530812], [-59.61973440129854, -9.213721791603941]]",77.78,22.22,High Suitability,#d32f2f,Very suitable – biochar highly recommended,Poor,1.0,Very Poor,0.0,Poor,1.0,Moderate,2.0,7.7780000000000005
858b89a7fffffff,2.4392765,2.6032417,0.26930377,4.378154,4.3771434,298.95322,-59.70220918205309,-9.047805106412966,4257,"[[-59.66099337724815, -9.130766700530812], [-59.61287324010671, -9.05401665888121], [-59.65412647378541, -8.971060156545594], [-59.743425269182495, -8.96490028339915], [-59.7914848950461, -9.04161978144757], [-59.750306312269565, -9.124529699869369]]",77.78,22.22,High Suitability,#d32f2f,Very suitable – biochar highly recommended,Poor,1.0,Very Poor,0.0,Poor,1.0,Moderate,2.0,7.7780000000000005
858b89abfffffff,3.5544624,3.733427,0.26655695,4.364043,4.360717,298.87537,-59.43372784773952,-9.06629303092059,4269,"[[-59.392521253742686, -9.149382250886637], [-59.34428973548777, -9.072493683507115], [-59.385697159379355, -8.989446159947013], [-59.475262115127755, -8.983333193209518], [-59.52343390442118, -9.060191538450974], [-59.48210054419303, -9.143193075964955]]",77.78,22.22,High Suitability,#d32f2f,Very suitable – biochar highly recommended,Poor,1.0,Very Poor,0.0,Poor,1.0,Moderate,2.0,7.7780000000000005
858b89affffffff,2.3990147,2.820549,0.27525997,4.3223553,4.317007,298.88226,-59.56467431550551,-8.977232289232935,4263,"[[-59.52343390442118, -9.060191538450974], [-59.475262115127755, -8.983333193209518], [-59.516589683106695, -8.900330566325726], [-59.606014782447005, -8.894232412507677], [-59.65412647378541, -8.971060156545594], [-59.61287324010671, -9.05401665888121]]",77.78,22.22,High Suitability,#d32f2f,Very suitable – biochar highly recommended,Poor,1.0,Very Poor,0.0,Poor,1.0,Moderate,2.0,7.7780000000000005
858b89b3fffffff,2.7775688,2.594169,0.24796683,4.4458265,4.4415708,298.9561,-59.578488246884554,-9.296701154244063,4253,"[[-59.537130453905064, -9.37967337084142], [-59.48894167490195, -9.30297245796564], [-59.53028082755247, -9.219973283723048], [-59.61973440129854, -9.213721791603941], [-59.66786298578272, -9.29039297357308], [-59.62659826742446, -9.373345382778917]]",77.78,22.22,High Suitability,#d32f2f,Very suitable – biochar highly recommended,Poor,1.0,Very Poor,0.0,Poor,1.0,Moderate,2.0,7.7780000000000005
858b89b7fffffff,2.707002,2.6101973,0.25547686,4.4358788,4.437312,298.98895,-59.70898959210526,-9.207379693609022,4256,"[[-59.66786298578272, -9.29039297357308], [-59.61973440129854, -9.213721791603941], [-59.66099337724815, -9.130766700530812], [-59.750306312269565, -9.124529699869369], [-59.79837433712044, -9.201170774104842], [-59.757190062069725, -9.284078960831822]]",77.78,22.22,High Suitability,#d32f2f,Very suitable – biochar highly recommended,Poor,1.0,Very Poor,0.0,Poor,1.0,Moderate,2.0,7.7780000000000005
858b89bbfffffff,3.1964993,3.1801634,0.25277835,4.403594,4.4029875,298.91574,-59.44071653582264,-9.226244341423572,4285,"[[-59.3993480479625, -9.309237726701921], [-59.35110798743712, -9.232427731242165], [-59.392521253742686, -9.149382250886637], [-59.48210054419303, -9.143193075964955], [-59.53028082755247, -9.219973283723048], [-59.48894167490195, -9.30297245796564]]",77.78,22.22,High Suitability,#d32f2f,Very suitable – biochar highly recommended,Poor,1.0,Very Poor,0.0,Poor,1.0,Moderate,2.0,7.7780000000000005
858b89c3fffffff,3.7514505,3.625667,0.24009457,4.6300073,4.625737,298.9236,-58.90852237827802,-9.423590789046182,4309,"[[-58.86668629559019, -9.50670207448588], [-58.818219631205174, -9.42969642740743], [-58.859944194259725, -9.346480327527155], [-58.95006256155285, -9.3403152823563], [-58.998471012840106, -9.417292232607739], [-58.95681939079007, -9.500462928700978]]",68.06,31.94,Moderate Suitability,#f57c00,Suitable – biochar recommended,Poor,1.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,6.806
858b89c7fffffff,3.7336743,3.628399,0.24448258,4.633488,4.632001,298.90692,-59.039920561933535,-9.334057114803624,4303,"[[-58.998471012840106, -9.417292232607739], [-58.95006256155285, -9.3403152823563], [-58.99170819044494, -9.257139663353694], [-59.0816891228841, -9.250986551900535], [-59.130038976124936, -9.32793442267996], [-59.088466574932504, -9.411064488122232]]",68.06,31.94,Moderate Suitability,#f57c00,Suitable – biochar recommended,Poor,1.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,6.806
858b89cbfffffff,2.801948,2.7448978,0.24421531,4.395919,4.3974023,298.9212,-58.76985355009277,-9.352717288729128,4312,"[[-58.7279644543684, -9.435872674266815], [-58.67944874629215, -9.358759143678729], [-58.721245909656524, -9.275498106812325], [-58.81148626253071, -9.269395541024165], [-58.859944194259725, -9.346480327527155], [-58.818219631205174, -9.42969642740743]]",77.78,22.22,High Suitability,#d32f2f,Very suitable – biochar highly recommended,Poor,1.0,Very Poor,0.0,Poor,1.0,Moderate,2.0,7.7780000000000005
858b89cffffffff,3.5304086,3.5524604,0.24913605,4.450604,4.44682,298.8947,-58.9013362544104,-9.263107434772516,4308,"[[-58.859944194259725, -9.346480327527155], [-58.81148626253071, -9.269395541024165], [-58.85320478245383, -9.186174834303392], [-58.94330842392047, -9.180084005200131], [-58.99170819044494, -9.257139663353694], [-58.95006256155285, -9.3403152823563]]",77.78,22.22,High Suitability,#d32f2f,Very suitable – biochar highly recommended,Poor,1.0,Very Poor,0.0,Poor,1.0,Moderate,2.0,7.7780000000000005
858b89d3fffffff,3.7946575,3.5586526,0.23553804,4.7608824,4.755238,298.91693,-58.91507802973287,-9.583629915214868,4305,"[[-58.87343108786868, -9.666837630323615], [-58.82495568905761, -9.589912285707621], [-58.86668629559019, -9.50670207448588], [-58.95681939079007, -9.500462928700978], [-59.005236528571594, -9.577360007983469], [-58.96357891305338, -9.660524502672265]]",68.06,31.94,Moderate Suitability,#f57c00,Suitable – biochar recommended,Poor,1.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,6.806
858b89d7fffffff,3.5964503,3.480383,0.23733628,4.6452127,4.639234,298.91455,-59.04678442059785,-9.494182424567958,4282,"[[-59.005236528571594, -9.577360007983469], [-58.95681939079007, -9.500462928700978], [-58.998471012840106, -9.417292232607739], [-59.088466574932504, -9.411064488122232], [-59.13682506666181, -9.487932920208253], [-59.09524672232204, -9.571057748163014]]",68.06,31.94,Moderate Suitability,#f57c00,Suitable – biochar recommended,Poor,1.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,6.806
858b89dbfffffff,3.1738527,3.0630505,0.23748244,4.4630275,4.4599676,298.93683,-58.776359860454335,-9.512881395224849,4314,"[[-58.734685686104434, -9.596162097138377], [-58.68616119755702, -9.51912813672252], [-58.7279644543684, -9.435872674266815], [-58.818219631205174, -9.42969642740743], [-58.86668629559019, -9.50670207448588], [-58.82495568905761, -9.589912285707621]]",77.78,22.22,High Suitability,#d32f2f,Very suitable – biochar highly recommended,Poor,1.0,Very Poor,0.0,Poor,1.0,Moderate,2.0,7.7780000000000005
858b8a03fffffff,5.3161116,5.5404487,0.2808717,4.5453887,4.5453663,298.97787,-57.259459718332195,-9.209216377747564,4413,"[[-57.21690774527958, -9.292851397387984], [-57.1678483364216, -9.214890515994158], [-57.21044704519311, -9.131182650495527], [-57.3020364655667, -9.125476615206988], [-57.35104296322078, -9.203410080848927], [-57.30851304313692, -9.287076999177986]]",68.06,31.94,Moderate Suitability,#f57c00,Suitable – biochar recommended,Poor,1.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,6.806
858b8a07fffffff,3.6627352,4.0290318,0.28507316,4.6049447,4.601179,298.98508,-57.39352318598322,-9.119766191199819,4409,"[[-57.35104296322078, -9.203410080848927], [-57.3020364655667, -9.125476615206988], [-57.34455979338139, -9.041803406561645], [-57.43602058575043, -9.036104779969497], [-57.484973740623715, -9.11401043059627], [-57.4425195364552, -9.197642524373645]]",68.06,31.94,Moderate Suitability,#f57c00,Suitable – biochar recommended,Poor,1.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,6.806
858b8a0bfffffff,4.938333,5.2319856,0.275019,4.1110687,4.111159,299.0141,-57.118765295007904,-9.136811784504179,4427,"[[-57.07613100832138, -9.220603201569944], [-57.027028452177504, -9.142540127955947], [-57.06969556132467, -9.058791804418302], [-57.16139691853149, -9.053147013872016], [-57.21044704519311, -9.131182650495527], [-57.1678483364216, -9.214890515994158]]",77.78,22.22,High Suitability,#d32f2f,Very suitable – biochar highly recommended,Poor,1.0,Very Poor,0.0,Poor,1.0,Moderate,2.0,7.7780000000000005
858b8a0ffffffff,4.980961,5.479828,0.279577,4.388622,4.3839984,299.02142,-57.25299054465095,-9.04747186287398,4412,"[[-57.21044704519311, -9.131182650495527], [-57.16139691853149, -9.053147013872016], [-57.203988985665305, -8.969433178658049], [-57.29556253154996, -8.963795607869635], [-57.34455979338139, -9.041803406561645], [-57.3020364655667, -9.125476615206988]]",77.78,22.22,High Suitability,#d32f2f,Very suitable – biochar highly recommended,Poor,1.0,Very Poor,0.0,Poor,1.0,Moderate,2.0,7.7780000000000005
858b8a13fffffff,3.977355,4.014719,0.27862534,4.679167,4.6758604,298.9365,-57.26594858718297,-9.37084779710145,4416,"[[-57.22337108738012, -9.454436901234297], [-57.17430239408165, -9.376551981747022], [-57.21690774527958, -9.292851397387984], [-57.30851304313692, -9.287076999177986], [-57.357528778818164, -9.364934925033527], [-57.31499226571448, -9.44859424478757]]",68.06,31.94,Moderate Suitability,#f57c00,Suitable – biochar recommended,Poor,1.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,6.806
858b8a17fffffff,4.350216,4.482171,0.2808612,4.6052237,4.6038613,298.94165,-57.399924131047015,-9.28127369861458,4403,"[[-57.357528778818164, -9.364934925033527], [-57.30851304313692, -9.287076999177986], [-57.35104296322078, -9.203410080848927], [-57.4425195364552, -9.197642524373645], [-57.49148188281916, -9.27547305817518], [-57.44902113583496, -9.359098542464473]]",68.06,31.94,Moderate Suitability,#f57c00,Suitable – biochar recommended,Poor,1.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,6.806
858b8a1bfffffff,4.864449,5.0518217,0.2790124,4.6008825,4.5968094,298.97562,-57.1252291520706,-9.298572754243041,4419,"[[-57.08256909201673, -9.382332459882038], [-57.03345720743022, -9.3043445628453], [-57.07613100832138, -9.220603201569944], [-57.1678483364216, -9.214890515994158], [-57.21690774527958, -9.292851397387984], [-57.17430239408165, -9.376551981747022]]",68.06,31.94,Moderate Suitability,#f57c00,Suitable – biochar recommended,Poor,1.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,6.806
858b8a23fffffff,4.716007,5.118463,0.2935029,4.3570943,4.358117,299.03458,-57.52075352614825,-8.868758588676672,4398,"[[-57.478468247817254, -8.95246738409878], [-57.429524282269576, -8.87448782340292], [-57.47196540294994, -8.790846435040716], [-57.56328117370617, -8.785225564326225], [-57.61217141541851, -8.863176487858285], [-57.569799699848375, -8.946776920281529]]",77.78,22.22,High Suitability,#d32f2f,Very suitable – biochar highly recommended,Poor,1.0,Very Poor,0.0,Poor,1.0,Moderate,2.0,7.7780000000000005
858b8a27fffffff,3.8624458,4.4103847,0.29845455,4.167388,4.167092,299.0221,-57.654413226599864,-8.779556109769983,4391,"[[-57.61217141541851, -8.863176487858285], [-57.56328117370617, -8.785225564326225], [-57.6056463980274, -8.701622123944327], [-57.69683222085402, -8.696010724730305], [-57.74566831508847, -8.773932612848455], [-57.70337282272601, -8.857494936491776]]",77.78,22.22,High Suitability,#d32f2f,Very suitable – biochar highly recommended,Poor,1.0,Very Poor,0.0,Poor,1.0,Moderate,2.0,7.7780000000000005
858b8a2bfffffff,0.8660309,0.9089464,0.28990456,0.63544506,0.63626254,299.06265,-57.38056699545868,-8.79650051589464,4404,"[[-57.33807926784737, -8.880117419456676], [-57.289091239633656, -8.80203649980805], [-57.331601385166906, -8.71835464434412], [-57.423030624562415, -8.712794176334059], [-57.47196540294994, -8.790846435040716], [-57.429524282269576, -8.87448782340292]]",87.5,12.5,High Suitability,#d32f2f,Very suitable – biochar highly recommended,Poor,1.0,Very Poor,0.0,Very Poor,0.0,Moderate,2.0,8.75
858b8a2ffffffff,0.67817396,0.70701796,0.29521328,0.49634343,0.4959346,299.0604,-57.51430377356348,-8.707105279127868,4403,"[[-57.47196540294994, -8.790846435040716], [-57.423030624562415, -8.712794176334059], [-57.46546520457284, -8.629150107167403], [-57.556765296898384, -8.623598926078564], [-57.6056463980274, -8.701622123944327], [-57.56328117370617, -8.785225564326225]]",87.5,12.5,High Suitability,#d32f2f,Very suitable – biochar highly recommended,Poor,1.0,Very Poor,0.0,Very Poor,0.0,Moderate,2.0,8.75
858b8a33fffffff,4.741818,5.1570454,0.2899449,4.476523,4.4735456,298.99103,-57.52745238,-9.030392478409091,4400,"[[-57.484973740623715, -9.11401043059627], [-57.43602058575043, -9.036104779969497], [-57.478468247817254, -8.95246738409878], [-57.569799699848375, -8.946776920281529], [-57.61869908427009, -9.024654357496308], [-57.576320876772286, -9.10825047337664]]",77.78,22.22,High Suitability,#d32f2f,Very suitable – biochar highly recommended,Poor,1.0,Very Poor,0.0,Poor,1.0,Moderate,2.0,7.7780000000000005
858b8a37fffffff,4.6854215,5.1189065,0.2938772,4.367198,4.3658543,298.98618,-57.66096373644647,-8.94099647949886,4390,"[[-57.61869908427009, -9.024654357496308], [-57.569799699848375, -8.946776920281529], [-57.61217141541851, -8.863176487858285], [-57.70337282272601, -8.857494936491776], [-57.75221801293857, -8.935343762784695], [-57.70991607882534, -9.018902752691707]]",77.78,22.22,High Suitability,#d32f2f,Very suitable – biochar highly recommended,Poor,1.0,Very Poor,0.0,Poor,1.0,Moderate,2.0,7.7780000000000005
858b8a3bfffffff,3.655931,4.1980042,0.28664684,4.278544,4.276775,299.03064,-57.387060367883876,-8.958239051031981,4409,"[[-57.34455979338139, -9.041803406561645], [-57.29556253154996, -8.963795607869635], [-57.33807926784737, -8.880117419456676], [-57.429524282269576, -8.87448782340292], [-57.478468247817254, -8.95246738409878], [-57.43602058575043, -9.036104779969497]]",77.78,22.22,High Suitability,#d32f2f,Very suitable – biochar highly recommended,Poor,1.0,Very Poor,0.0,Poor,1.0,Moderate,2.0,7.7780000000000005
858b8a43fffffff,0.0072088307,0.0076593827,0.2710484,0.0034917775,0.0034917775,299.03366,-56.843213938724936,-9.153770762108582,4439,"[[-56.80050336572451, -9.237629975241727], [-56.75130669036932, -9.159438429054891], [-56.794116209889296, -9.075616986001718], [-56.8860548375631, -9.070026885074638], [-56.93520001172134, -9.14819137898382], [-56.89245815342984, -9.231973027234096]]",87.5,12.5,High Suitability,#d32f2f,Very suitable – biochar highly recommended,Poor,1.0,Very Poor,0.0,Very Poor,0.0,Moderate,2.0,8.75
858b8a47fffffff,0.07945824,0.08284424,0.2690627,0.03167043,0.031715576,299.03363,-56.977839959142216,-9.06437534469526,4430,"[[-56.93520001172134, -9.14819137898382], [-56.8860548375631, -9.070026885074638], [-56.92878995488618, -8.986238594866798], [-57.02060233133942, -8.980654766271833], [-57.06969556132467, -9.058791804418302], [-57.027028452177504, -9.142540127955947]]",87.5,12.5,High Suitability,#d32f2f,Very suitable – biochar highly recommended,Poor,1.0,Very Poor,0.0,Very Poor,0.0,Moderate,2.0,8.75
858b8a4bfffffff,0.0,0.0,,0.0,0.0,,-56.702071050146166,-9.081217319766134,4447,"[[-56.65924255523471, -9.165034037998092], [-56.6100042870915, -9.086741837413864], [-56.65288106780256, -9.002881093938017], [-56.74492895034334, -8.997351852305693], [-56.794116209889296, -9.075616986001718], [-56.75130669036932, -9.159438429054891]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
