h3_index,SOC_res_250_b0 (g/kg),SOC_res_250_b10 (g/kg),soil_moisture_res_250_sm_surface (m3/m3),soil_pH_res_250_b0 (pH),soil_pH_res_250_b10 (pH),soil_temp_res_250_soil_temp_layer1 (K),lon,lat,point_count,h3_boundary_geojson
878b84716ffffff,4.7674417,4.5116277,0.22857225,5.1186047,5.1186047,298.58392,-56.21965197674419,-12.991832558139537,86,"[[-56.213767416769976, -13.003392214118673], [-56.206673865214285, -12.99246490233966], [-56.21286480249847, -12.980546819966623], [-56.22614793095675, -12.979556957462265], [-56.23324046403354, -12.990483935706626], [-56.22705088742117, -13.00240111001504]]"
878b84732ffffff,6.0,5.0,0.22672987,5.3,5.3,298.58273,-56.228922,-13.024449,1,"[[-56.23504682655813, -13.036165299519654], [-56.22795389765022, -13.025242413711702], [-56.23414361840979, -13.013326043610626], [-56.247424906319466, -13.012333469442636], [-56.25451681511224, -13.023256022928413], [-56.24832845640034, -13.03517148292967]]"
878b84780ffffff,3.6629214,3.5617979,0.23412843,5.2741575,5.269663,298.58167,-56.156956179775285,-12.91561631460674,89,"[[-56.150818897697306, -12.927854348764873], [-56.143723291052936, -12.916915843788148], [-56.149918013508334, -12.90499345326657], [-56.163206986219805, -12.90401047037934], [-56.17030157916817, -12.914948639347942], [-56.16410821339232, -12.926870127236308]]"
878b84781ffffff,3.597826,3.576087,0.23411556,5.2097826,5.204348,298.58624,-56.17641483695652,-12.90302972826087,92,"[[-56.17030157916817, -12.914948639347942], [-56.163206986219805, -12.90401047037934], [-56.1694002074246, -12.892088191202069], [-56.18268666409739, -12.891104984300828], [-56.189780241976905, -12.90204281615299], [-56.183588378543355, -12.913964192047244]]"
878b84782ffffff,3.8666666,3.9333334,0.23517282,5.1155553,5.11,298.57953,-56.13672024444445,-12.906395177777778,90,"[[-56.130431804621466, -12.917898600202555], [-56.1233353841908, -12.906957728777753], [-56.12953146208806, -12.89503443697233], [-56.14282260526572, -12.894052917899836], [-56.149918013508334, -12.90499345326657], [-56.143723291052936, -12.916915843788148]]"
878b84783ffffff,4.4606743,4.674157,0.23520853,5.059551,5.060674,298.58435,-56.156073011235954,-12.893082719101123,89,"[[-56.149918013508334, -12.90499345326657], [-56.14282260526572, -12.894052917899836], [-56.14901718300576, -12.88212973678878], [-56.16230581274443, -12.881147993002529], [-56.1694002074246, -12.892088191202069], [-56.163206986219805, -12.90401047037934]]"
878b84784ffffff,4.175824,4.120879,0.23303393,5.363736,5.3626375,298.57892,-56.15774812087912,-12.938467153846155,91,"[[-56.151719835577055, -12.950712416511282], [-56.14462403052338, -12.939775945080157], [-56.150818897697306, -12.927854348764873], [-56.16410821339232, -12.926870127236308], [-56.17120300461636, -12.937806263817835], [-56.16500949426629, -12.949726956802058]]"
878b84785ffffff,3.8888888,3.8222222,0.23301135,4.968889,4.9766665,298.5837,-56.177344077777775,-12.9260083,90,"[[-56.17120300461636, -12.937806263817835], [-56.16410821339232, -12.926870127236308], [-56.17030157916817, -12.914948639347942], [-56.183588378543355, -12.913964192047244], [-56.190682154564875, -12.9248999926716], [-56.18449014670462, -12.936820576578361]]"
878b84786ffffff,3.6888888,3.7,0.23409702,5.097778,5.09,298.5766,-56.13751873333334,-12.928877933333332,90,"[[-56.131332200827345, -12.940759938376818], [-56.124235581861406, -12.929821098500337], [-56.130431804621466, -12.917898600202555], [-56.143723291052936, -12.916915843788148], [-56.150818897697306, -12.927854348764873], [-56.14462403052338, -12.939775945080157]]"
878b84788ffffff,4.642857,4.571429,0.2351515,5.307143,5.307143,298.59125,-56.1878565,-12.873178785714286,14,"[[-56.1888783831074, -12.879182820034838], [-56.18178500336241, -12.868242960111578], [-56.18797657795201, -12.856320011091766], [-56.20126017386022, -12.85533782525041], [-56.208352537298865, -12.866277345788374], [-56.20216232142615, -12.878199391577285]]"
878b8478affffff,4.3050847,4.559322,0.23629381,4.99661,5.0,298.59067,-56.17171177966102,-12.859478508474577,59,"[[-56.16849888938135, -12.86922492615374], [-56.161404692961796, -12.858282701882558], [-56.16759762503401, -12.846358850981721], [-56.180883396334025, -12.845378126257256], [-56.18797657795201, -12.856320011091766], [-56.18178500336241, -12.868242960111578]]"
878b8478cffffff,6.0,5.9411764,0.23409261,5.25,5.2441177,298.58997,-56.19365016176471,-12.891947205882353,68,"[[-56.189780241976905, -12.90204281615299], [-56.18268666409739, -12.891104984300828], [-56.1888783831074, -12.879182820034838], [-56.20216232142615, -12.878199391577285], [-56.20925488286558, -12.889136885204707], [-56.20306452271685, -12.901058145538846]]"
878b8478effffff,3.5384614,3.4835165,0.23522918,5.0736265,5.068132,298.58878,-56.17536892307693,-12.87987910989011,91,"[[-56.1694002074246, -12.892088191202069], [-56.16230581274443, -12.881147993002529], [-56.16849888938135, -12.86922492615374], [-56.18178500336241, -12.868242960111578], [-56.1888783831074, -12.879182820034838], [-56.18268666409739, -12.891104984300828]]"
878b84790ffffff,4.6923075,4.5824175,0.23622754,5.3428574,5.3461537,298.5723,-56.0967416043956,-12.908827714285716,91,"[[-56.090547989702785, -12.9208434818754], [-56.083449747820225, -12.909899910956325], [-56.08964867803288, -12.897975612743114], [-56.102944497314596, -12.896995784755555], [-56.110041729896096, -12.90793902067756], [-56.103844152789264, -12.919862419608318]]"
878b84791ffffff,3.8235295,3.6352942,0.23629119,5.2835293,5.2870593,298.57758,-56.115813847058824,-12.895699,85,"[[-56.110041729896096, -12.90793902067756], [-56.102944497314596, -12.896995784755555], [-56.1091419294144, -12.885071593016646], [-56.12243524018513, -12.884091537157364], [-56.12953146208806, -12.89503443697233], [-56.1233353841908, -12.906957728777753]]"
878b84792ffffff,7.373626,7.2637362,0.23724887,5.4241757,5.4406595,298.57028,-56.076356857142855,-12.899178186813188,91,"[[-56.070151422356055, -12.910879508612004], [-56.06305237147185, -12.899933575103248], [-56.069252653547736, -12.888008378959057], [-56.08255063493725, -12.887030014278604], [-56.08964867803288, -12.897975612743114], [-56.083449747820225, -12.909899910956325]]"
878b84793ffffff,4.9565215,4.902174,0.2373013,5.363044,5.36087,298.5757,-56.09595697826087,-12.886308293478262,92,"[[-56.08964867803288, -12.897975612743114], [-56.08255063493725, -12.887030014278604], [-56.088749419998734, -12.87510492395752], [-56.10204489548647, -12.874126330707131], [-56.1091419294144, -12.885071593016646], [-56.102944497314596, -12.896995784755555]]"
878b84794ffffff,4.4615383,4.4505496,0.235133,5.4637365,5.4560437,298.5689,-56.0977040989011,-12.931631021978022,91,"[[-56.091447355012825, -12.943708524574665], [-56.08434891433574, -12.93276698436128], [-56.090547989702785, -12.9208434818754], [-56.103844152789264, -12.919862419608318], [-56.11094158403195, -12.930803625982028], [-56.1047438619149, -12.942726228486732]]"
878b84795ffffff,4.340659,4.3186812,0.23517424,5.3,5.2956047,298.5744,-56.11705242857143,-12.918822648351648,91,"[[-56.11094158403195, -12.930803625982028], [-56.103844152789264, -12.919862419608318], [-56.110041729896096, -12.90793902067756], [-56.1233353841908, -12.906957728777753], [-56.130431804621466, -12.917898600202555], [-56.124235581861406, -12.929821098500337]]"
878b84796ffffff,4.977528,4.8539324,0.23615286,5.4,5.394382,298.56656,-56.07719288764045,-12.922126516853933,89,"[[-56.07105024478608, -12.933747814534497], [-56.063950994981646, -12.922803909728387], [-56.070151422356055, -12.910879508612004], [-56.083449747820225, -12.909899910956325], [-56.090547989702785, -12.9208434818754], [-56.08434891433574, -12.93276698436128]]"
878b84798ffffff,3.402174,3.2608695,0.23739786,5.173913,5.169565,298.5855,-56.13472127173913,-12.859969163043477,92,"[[-56.1286311732228, -12.872167455462716], [-56.12153514984004, -12.861222530418932], [-56.12773093802131, -12.849297662455573], [-56.14102139472353, -12.848318619441812], [-56.14811640618524, -12.8592632061092], [-56.14192197315736, -12.87118717419078]]"
878b84799ffffff,4.2613635,4.625,0.23737016,4.831818,4.831818,298.58975,-56.15435196590909,-12.847822545454544,88,"[[-56.14811640618524, -12.8592632061092], [-56.14102139472353, -12.848318619441812], [-56.14721568304244, -12.836393868010779], [-56.16050362686759, -12.83541460380135], [-56.16759762503401, -12.846358850981721], [-56.161404692961796, -12.858282701882558]]"
878b8479affffff,7.1136365,6.943182,0.23844336,5.2386365,5.239773,298.58395,-56.11438711363637,-12.850400102272728,88,"[[-56.10824218258251, -12.862201349780053], [-56.10114534730059, -12.851254064246962], [-56.107342489396046, -12.839328297753818], [-56.12063511315117, -12.838350715347449], [-56.12773093802131, -12.849297662455573], [-56.12153514984004, -12.861222530418932]]"
878b8479bffffff,3.652174,3.3913043,0.2384839,5.247826,5.2413044,298.5884,-56.133744836956524,-12.837242760869565,92,"[[-56.12773093802131, -12.849297662455573], [-56.12063511315117, -12.838350715347449], [-56.12683075647924, -12.826425064738043], [-56.140120869959866, -12.825447260439036], [-56.14721568304244, -12.836393868010779], [-56.14102139472353, -12.848318619441812]]"
878b8479cffffff,3.7234042,3.6702127,0.23629442,5.1053195,5.0989366,298.58258,-56.13579378723405,-12.882964000000001,94,"[[-56.12953146208806, -12.89503443697233], [-56.12243524018513, -12.884091537157364], [-56.1286311732228, -12.872167455462716], [-56.14192197315736, -12.87118717419078], [-56.14901718300576, -12.88212973678878], [-56.14282260526572, -12.894052917899836]]"
878b8479dffffff,4.818182,5.056818,0.23629303,4.9988637,5.0011363,298.5871,-56.15527070454546,-12.870357011363637,88,"[[-56.14901718300576, -12.88212973678878], [-56.14192197315736, -12.87118717419078], [-56.14811640618524, -12.8592632061092], [-56.161404692961796, -12.858282701882558], [-56.16849888938135, -12.86922492615374], [-56.16230581274443, -12.881147993002529]]"
878b8479effffff,5.4367814,5.3103447,0.23736563,5.3252873,5.326437,298.58084,-56.11539383908046,-12.872922528735632,87,"[[-56.1091419294144, -12.885071593016646], [-56.10204489548647, -12.874126330707131], [-56.10824218258251, -12.862201349780053], [-56.12153514984004, -12.861222530418932], [-56.1286311732228, -12.872167455462716], [-56.12243524018513, -12.884091537157364]]"
878b847a0ffffff,7.7252746,7.626374,0.23081128,5.4373627,5.4384613,298.57883,-56.17919417582417,-12.97163568131868,91,"[[-56.1730060166441, -12.983513014662], [-56.1659108288461, -12.972580952310457], [-56.17210448377355, -12.96066105784351], [-56.18539196858558, -12.95967413112695], [-56.19248614091365, -12.970605859838198], [-56.18629384419055, -12.982524848931089]]"
878b847a1ffffff,6.911111,6.8,0.23081568,5.3722224,5.378889,298.58365,-56.19867897777778,-12.958472477777779,90,"[[-56.19248614091365, -12.970605859838198], [-56.18539196858558, -12.95967413112695], [-56.191584120875675, -12.94775434282137], [-56.20486908648992, -12.946767189277038], [-56.21196224197664, -12.957698583241958], [-56.20577144898102, -12.969617465522337]]"
878b847a2ffffff,6.4725275,6.340659,0.23191123,5.4560437,5.4560437,298.57626,-56.15888335164835,-12.961640725274725,91,"[[-56.15262082715192, -12.97356764973862], [-56.14552482368141, -12.962633215005539], [-56.151719835577055, -12.950712416511282], [-56.16500949426629, -12.949726956802058], [-56.17210448377355, -12.96066105784351], [-56.1659108288461, -12.972580952310457]]"
878b847a3ffffff,3.8021977,3.7472527,0.23191327,5.212088,5.214286,298.58124,-56.17823170329671,-12.948832373626374,91,"[[-56.17210448377355, -12.96066105784351], [-56.16500949426629, -12.949726956802058], [-56.17120300461636, -12.937806263817835], [-56.18449014670462, -12.936820576578361], [-56.191584120875675, -12.94775434282137], [-56.18539196858558, -12.95967413112695]]"
878b847a4ffffff,5.228261,5.2065215,0.22972557,5.1619563,5.1652174,298.57648,-56.17997880434783,-12.994154989130434,92,"[[-56.17390760323236, -13.006362127515636], [-56.1668122171361, -12.995432107000694], [-56.1730060166441, -12.983513014662], [-56.18629384419055, -12.982524848931089], [-56.19338821468316, -12.993454536963336], [-56.187195773523904, -13.005372723234103]]"
878b847a5ffffff,5.0333333,4.911111,0.22970532,5.3733335,5.367778,298.58145,-56.19965213333334,-12.9814045,90,"[[-56.19338821468316, -12.993454536963336], [-56.18629384419055, -12.982524848931089], [-56.19248614091365, -12.970605859838198], [-56.20577144898102, -12.969617465522337], [-56.21286480249847, -12.980546819966623], [-56.206673865214285, -12.99246490233966]]"
878b847a6ffffff,6.426966,6.3820224,0.23080322,5.3797755,5.3764043,298.57364,-56.15973184269663,-12.984630146067415,89,"[[-56.15352187242626, -12.996420041685052], [-56.14642567053137, -12.985487646799292], [-56.15262082715192, -12.97356764973862], [-56.1659108288461, -12.972580952310457], [-56.1730060166441, -12.983513014662], [-56.1668122171361, -12.995432107000694]]"
878b847a8ffffff,4.45,4.575,0.23197833,5.2,5.1975,298.58917,-56.211966625,-12.924679524999998,40,"[[-56.211059735200124, -12.9348475106993], [-56.20396677773666, -12.92391408036153], [-56.21015728216455, -12.911993609098497], [-56.223439384107664, -12.91100747417637], [-56.230531323493814, -12.921940567502157], [-56.224342179304344, -12.933860132786725]]"
878b847aaffffff,6.5869565,6.4891305,0.23298937,5.203261,5.2076087,298.58813,-56.197017423913046,-12.913257804347825,92,"[[-56.190682154564875, -12.9248999926716], [-56.183588378543355, -12.913964192047244], [-56.189780241976905, -12.90204281615299], [-56.20306452271685, -12.901058145538846], [-56.21015728216455, -12.911993609098497], [-56.20396677773666, -12.92391408036153]]"
878b847abffffff,11.285714,11.285714,0.23305552,5.442857,5.442857,298.59055,-56.20742671428572,-12.904780285714285,7,"[[-56.21015728216455, -12.911993609098497], [-56.20306452271685, -12.901058145538846], [-56.20925488286558, -12.889136885204707], [-56.22253664265819, -12.8881519937347], [-56.2296283841624, -12.899087119122152], [-56.223439384107664, -12.91100747417637]]"
878b847acffffff,5.1714287,5.0857143,0.23082313,5.232857,5.232857,298.58755,-56.21583257142857,-12.946648271428572,70,"[[-56.21196224197664, -12.957698583241958], [-56.20486908648992, -12.946767189277038], [-56.211059735200124, -12.9348475106993], [-56.224342179304344, -12.933860132786725], [-56.2314343165799, -12.944791190899346], [-56.22524502825259, -12.956709962801638]]"
878b847aeffffff,5.7802196,5.6703296,0.2319093,5.1395607,5.141758,298.58588,-56.197802043956045,-12.93577712087912,91,"[[-56.191584120875675, -12.94775434282137], [-56.18449014670462, -12.936820576578361], [-56.190682154564875, -12.9248999926716], [-56.20396677773666, -12.92391408036153], [-56.211059735200124, -12.9348475106993], [-56.20486908648992, -12.946767189277038]]"
878b847b0ffffff,4.449438,4.3595505,0.23295917,5.197753,5.197753,298.56808,-56.11897959550562,-12.964846977528088,89,"[[-56.112741453283526, -12.97652434242483], [-56.1056436246958, -12.965587204617451], [-56.111841491826304, -12.953665402154526], [-56.12513583320128, -12.952681639550661], [-56.13223265071005, -12.963618444723744], [-56.1260361382148, -12.975539345159493]]"
878b847b1ffffff,4.422222,4.311111,0.23300526,5.1588893,5.1533337,298.5737,-56.138417044444445,-12.951585466666666,90,"[[-56.13223265071005, -12.963618444723744], [-56.12513583320128, -12.952681639550661], [-56.131332200827345, -12.940759938376818], [-56.14462403052338, -12.939775945080157], [-56.151719835577055, -12.950712416511282], [-56.14552482368141, -12.962633215005539]]"
878b847b2ffffff,4.1868134,4.1538463,0.2340311,5.3978024,5.3923078,298.5655,-56.09859256043956,-12.954582527472526,91,"[[-56.092346773967336, -12.966570734066535], [-56.085248134488126, -12.95563122771591], [-56.091447355012825, -12.943708524574665], [-56.1047438619149, -12.942726228486732], [-56.111841491826304, -12.953665402154526], [-56.1056436246958, -12.965587204617451]]"
878b847b3ffffff,4.4835167,4.5604396,0.23405543,5.237363,5.2318683,298.57123,-56.11818764835165,-12.941996263736263,91,"[[-56.111841491826304, -12.953665402154526], [-56.1047438619149, -12.942726228486732], [-56.11094158403195, -12.930803625982028], [-56.124235581861406, -12.929821098500337], [-56.131332200827345, -12.940759938376818], [-56.12513583320128, -12.952681639550661]]"
878b847b4ffffff,4.402299,4.5172415,0.23186806,5.194253,5.194253,298.56503,-56.1198853908046,-12.987457747126438,87,"[[-56.11364146840796, -12.999380440028025], [-56.10654344113635, -12.988445341232362], [-56.112741453283526, -12.97652434242483], [-56.1260361382148, -12.975539345159493], [-56.13313315427396, -12.986474112477328], [-56.1269364969063, -12.998394208562944]]"
878b847b5ffffff,5.021739,4.902174,0.2319169,5.1347823,5.1391306,298.57083,-56.139164010869564,-12.97426025,92,"[[-56.13313315427396, -12.986474112477328], [-56.1260361382148, -12.975539345159493], [-56.13223265071005, -12.963618444723744], [-56.14552482368141, -12.962633215005539], [-56.15262082715192, -12.97356764973862], [-56.14642567053137, -12.985487646799292]]"
878b847b6ffffff,4.344086,4.344086,0.23290946,5.2569895,5.2580647,298.56213,-56.099680827956995,-12.977770161290321,93,"[[-56.09324624657069, -12.989430103581878], [-56.086147408281775, -12.978492634247933], [-56.092346773967336, -12.966570734066535], [-56.1056436246958, -12.965587204617451], [-56.112741453283526, -12.97652434242483], [-56.10654344113635, -12.988445341232362]]"
878b86841ffffff,3.6666667,3.5,0.23729372,4.9,4.9,298.48047,-55.771156166666664,-13.013219833333332,6,"[[-55.754090229710535, -13.0257926196136], [-55.746976047174876, -13.014833319609547], [-55.75319956015703, -13.002903585897618], [-55.76653592248997, -13.001934036835644], [-55.77364912004998, -13.012893014988002], [-55.767426940551196, -13.024821864077351]]"
878b86845ffffff,3.5,3.0,0.23619372,5.05,5.05,298.47256,-55.773027,-13.0368005,2,"[[-55.7549809526363, -13.048678791536478], [-55.74786656908891, -13.03772152601305], [-55.754090229710535, -13.0257926196136], [-55.767426940551196, -13.024821864077351], [-55.77454033899084, -13.035778808896387], [-55.768318011996065, -13.047706829979516]]"
878b86848ffffff,3.9876542,3.9506173,0.238849,5.1395063,5.1333337,298.49426,-55.77995871604938,-12.978423962962962,81,"[[-55.77275795449626, -12.990004363359033], [-55.765644957808014, -12.979043355040345], [-55.77186684232529, -12.967112860797622], [-55.78520038936361, -12.966144259485983], [-55.792312399803826, -12.977104943689827], [-55.78609184975186, -12.989034553343364]]"
878b86849ffffff,5.0,4.94382,0.23934227,5.233708,5.2348313,298.50192,-55.79851323595506,-12.965099314606743,89,"[[-55.792312399803826, -12.977104943689827], [-55.78520038936361, -12.966144259485983], [-55.79142079207352, -12.954213831991991], [-55.80475186993234, -12.953244973975263], [-55.81186289272165, -12.964205332949005], [-55.80564382560079, -12.9761348751928]]"
878b8684bffffff,4.276923,4.276923,0.23988281,5.1184616,5.1107693,298.50247,-55.781457599999996,-12.955796707692308,65,"[[-55.77186684232529, -12.967112860797622], [-55.764754046500954, -12.956149825482731], [-55.770975783532734, -12.944218514097177], [-55.78430898236509, -12.94325112194117], [-55.79142079207352, -12.954213831991991], [-55.78520038936361, -12.966144259485983]]"
878b8684cffffff,3.5058823,3.3529413,0.23781417,4.9188237,4.915294,298.48645,-55.780160964705885,-13.00082825882353,85,"[[-55.77364912004998, -13.012893014988002], [-55.76653592248997, -13.001934036835644], [-55.77275795449626, -12.990004363359033], [-55.78609184975186, -12.989034553343364], [-55.793204060931714, -12.999993208529503], [-55.78698336353425, -13.011921996720872]]"
878b8684dffffff,3.5869565,3.5434783,0.23828125,5.073913,5.075,298.49423,-55.799171217391304,-12.98793025,92,"[[-55.793204060931714, -12.999993208529503], [-55.78609184975186, -12.989034553343364], [-55.792312399803826, -12.977104943689827], [-55.80564382560079, -12.9761348751928], [-55.812755048997516, -12.987093206298255], [-55.80653583467815, -12.999021930004773]]"
878b8684effffff,3.6666667,3.6666667,0.23833072,5.1,5.1,298.48837,-55.770782,-12.990761999999998,3,"[[-55.75319956015703, -13.002903585897618], [-55.7460855786252, -12.991942254579344], [-55.752308943971414, -12.98001169717547], [-55.765644957808014, -12.979043355040345], [-55.77275795449626, -12.990004363359033], [-55.76653592248997, -13.001934036835644]]"
878b86861ffffff,3.5660377,3.54717,0.23463863,4.9867926,4.9849057,298.46478,-55.78692573584905,-13.068305094339623,53,"[[-55.77632293705142, -13.081541796425732], [-55.76920913682892, -13.070588927761557], [-55.7754316113232, -13.058661738301435], [-55.78876655129877, -13.05768830489315], [-55.79587936474456, -13.068640854033594], [-55.78965822528966, -13.080567156129764]]"
878b86865ffffff,3.2631578,3.2631578,0.23365703,5.0105267,5.0052633,298.45914,-55.79111184210526,-13.088631,19,"[[-55.777214316179865, -13.104418976497254], [-55.77010031505416, -13.09346815064824], [-55.77632293705142, -13.081541796425732], [-55.78965822528966, -13.080567156129764], [-55.796771239506455, -13.091517663601353], [-55.79054995269211, -13.103443129770158]]"
878b86868ffffff,3.548387,3.387097,0.23612416,5.1000004,5.101075,298.47922,-55.80128077419355,-13.034011451612903,93,"[[-55.7949875433977, -13.045761170482656], [-55.787874930715084, -13.034806582831386], [-55.79409577546155, -13.022878619721768], [-55.80742789716878, -13.021906131622924], [-55.814539521803816, -13.032860397490609], [-55.808320013077015, -13.044787473264313]]"
878b86869ffffff,3.5,3.4555554,0.23655394,5.0255556,5.028889,298.48758,-55.82086252222222,-13.020955333333333,90,"[[-55.814539521803816, -13.032860397490609], [-55.80742789716878, -13.021906131622924], [-55.813647258690125, -13.009978230073822], [-55.826976908002145, -13.009005482414333], [-55.83408754318813, -13.019959425385549], [-55.82786951880859, -13.03188643893633]]"
878b8686affffff,3.8023255,3.8488371,0.2367573,5.0186048,5.0151167,298.47873,-55.78125311627907,-13.023534813953487,86,"[[-55.77454033899084, -13.035778808896387], [-55.767426940551196, -13.024821864077351], [-55.77364912004998, -13.012893014988002], [-55.78698336353425, -13.011921996720872], [-55.79409577546155, -13.022878619721768], [-55.787874930715084, -13.034806582831386]]"
878b8686bffffff,3.8064516,3.827957,0.23721269,5.080645,5.078495,298.4867,-55.80016997849462,-13.010804956989245,93,"[[-55.79409577546155, -13.022878619721768], [-55.78698336353425, -13.011921996720872], [-55.793204060931714, -12.999993208529503], [-55.80653583467815, -12.999021930004773], [-55.813647258690125, -13.009978230073822], [-55.80742789716878, -13.021906131622924]]"
878b8686cffffff,4.1222224,3.9777777,0.23505081,4.975556,4.971111,298.47186,-55.80199797777777,-13.056887933333332,90,"[[-55.79587936474456, -13.068640854033594], [-55.78876655129877, -13.05768830489315], [-55.7949875433977, -13.045761170482656], [-55.808320013077015, -13.044787473264313], [-55.81543183834297, -13.055739701768859], [-55.809212182407265, -13.067665948151353]]"
878b8686dffffff,3.956044,3.967033,0.23548152,4.9615383,4.968132,298.4805,-55.82164485714286,-13.043722989010988,91,"[[-55.81543183834297, -13.055739701768859], [-55.808320013077015, -13.044787473264313], [-55.814539521803816, -13.032860397490609], [-55.82786951880859, -13.03188643893633], [-55.83498035449315, -13.042838345692855], [-55.828762183051765, -13.054764532775401]]"
878b8686effffff,3.2236843,3.1447368,0.23569235,5.0157895,5.0118423,298.47137,-55.78319244736842,-13.046226960526315,76,"[[-55.7754316113232, -13.058661738301435], [-55.768318011996065, -13.047706829979516], [-55.77454033899084, -13.035778808896387], [-55.787874930715084, -13.034806582831386], [-55.7949875433977, -13.045761170482656], [-55.78876655129877, -13.05768830489315]]"
878b86949ffffff,3.84375,4.09375,0.23195362,4.99375,4.9875,298.45398,-55.8103634375,-13.12115796875,32,"[[-55.79855514929287, -13.137262633721285], [-55.79144173351052, -13.12631621904868], [-55.79766316768778, -13.11439159241808], [-55.81099668135118, -13.113414270578861], [-55.81810910855681, -13.124360368055108], [-55.8118890109736, -13.13628410459099]]"
878b86a04ffffff,3.0,3.0,0.24570541,5.3,5.3,298.561,-55.878579,-12.808853,1,"[[-55.86602322958223, -12.811029739181295], [-55.85891617908181, -12.800060288169183], [-55.86512991109351, -12.788126187261584], [-55.87844935455303, -12.787162421751313], [-55.88555541246938, -12.79813153730218], [-55.87934301980649, -12.81006475384725]]"
878b86a20ffffff,4.911111,4.9333334,0.24440077,4.902222,4.9033337,298.55646,-55.89365111111111,-12.832234277777777,90,"[[-55.887343196507935, -12.84392938752122], [-55.88023673850573, -12.832964289884154], [-55.8864492777619, -12.821031862034264], [-55.89976693456499, -12.820065418275016], [-55.90687239832366, -12.831030181643493], [-55.90066119981863, -12.842961723062743]]"
878b86a21ffffff,6.505618,6.516854,0.24470115,5.3685393,5.3764043,298.56223,-55.9130232247191,-12.818946483146068,89,"[[-55.90687239832366, -12.831030181643493], [-55.89976693456499, -12.820065418275016], [-55.90597798662037, -12.808133087453687], [-55.91929316086533, -12.807166407107763], [-55.926397628987424, -12.818130835090413], [-55.920187918796614, -12.830062278827763]]"
878b86a22ffffff,4.8117647,4.8588233,0.24513565,4.9764705,4.9811764,298.55673,-55.873612200000004,-12.822644847058823,85,"[[-55.866916601505515, -12.833930494594446], [-55.85980935083364, -12.822963052101416], [-55.86602322958223, -12.811029739181295], [-55.87934301980649, -12.81006475384725], [-55.8864492777619, -12.821031862034264], [-55.88023673850573, -12.832964289884154]]"
878b86a23ffffff,4.1566267,4.192771,0.24542572,5.0313253,5.0325303,298.5622,-55.893163457831335,-12.810232927710842,83,"[[-55.8864492777619, -12.821031862034264], [-55.87934301980649, -12.81006475384725], [-55.88555541246938, -12.79813153730218], [-55.89887272277601, -12.797166314690688], [-55.90597798662037, -12.808133087453687], [-55.89976693456499, -12.820065418275016]]"
878b86a24ffffff,5.4157305,5.303371,0.24334413,5.262922,5.266292,298.5505,-55.89440082022472,-12.854803382022471,89,"[[-55.88823716871185, -12.866824106946948], [-55.88113051065508, -12.855861023042824], [-55.887343196507935, -12.84392938752122], [-55.90066119981863, -12.842961723062743], [-55.90776686349934, -12.853924473853153], [-55.90155551854131, -12.86585522223882]]"
878b86a25ffffff,4.7555556,4.6555557,0.2436298,5.247778,5.2533336,298.55655,-55.913863222222226,-12.841766344444444,90,"[[-55.90776686349934, -12.853924473853153], [-55.90066119981863, -12.842961723062743], [-55.90687239832366, -12.831030181643493], [-55.920187918796614, -12.830062278827763], [-55.927292586708155, -12.841024695388], [-55.92108273021142, -12.852955349017206]]"
878b86a26ffffff,4.978261,4.9130435,0.24408908,5.066304,5.077174,298.55054,-55.8740877826087,-12.845151847826086,92,"[[-55.86781002686775, -12.856828446680804], [-55.86070257601664, -12.845863015892418], [-55.866916601505515, -12.833930494594446], [-55.88023673850573, -12.832964289884154], [-55.887343196507935, -12.84392938752122], [-55.88113051065508, -12.855861023042824]]"
878b86a28ffffff,4.097561,4.0731707,0.2457481,5.0658536,5.0951223,298.57187,-55.93351895121951,-12.788421926829267,41,"[[-55.92550272475357, -12.795234176894342], [-55.918398456413215, -12.784267740673325], [-55.92460787400224, -12.772334727618006], [-55.93792021739417, -12.77136903783454], [-55.94502348883918, -12.78233513639566], [-55.938815414082725, -12.794267262422949]]"
878b86a29ffffff,7.142857,7.142857,0.24576442,4.957143,4.9857144,298.57547,-55.95140714285714,-12.780620571428571,7,"[[-55.94502348883918, -12.78233513639566], [-55.93792021739417, -12.77136903783454], [-55.9441281459985, -12.759436131891652], [-55.957438002400025, -12.758470212211513], [-55.96454027555993, -12.769435971994875], [-55.95833369089819, -12.781367990258964]]"
878b86a2cffffff,5.860215,5.7311826,0.24495521,5.1053767,5.123656,298.5677,-55.93252651612903,-12.805955193548387,93,"[[-55.926397628987424, -12.818130835090413], [-55.91929316086533, -12.807166407107763], [-55.92550272475357, -12.795234176894342], [-55.938815414082725, -12.794267262422949], [-55.94591888517682, -12.805231353902638], [-55.9397106642649, -12.817162696379643]]"
878b86a2dffffff,9.0222225,8.666667,0.24514951,5.2611113,5.2777777,298.57275,-55.95224123333333,-12.7935318,90,"[[-55.94591888517682, -12.805231353902638], [-55.938815414082725, -12.794267262422949], [-55.94502348883918, -12.78233513639566], [-55.95833369089819, -12.781367990258964], [-55.96543616357446, -12.792331744118572], [-55.959229432904344, -12.804262981757907]]"
